Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Categoría (product.metafields.custom.contexto),Bundle Discount Rate (product.metafields.c_f.bundle_discount_rate),Dimensiones (product.metafields.c_f.dimensions),Grouped Sub Product (product.metafields.c_f.grouped_sub_product),Material (product.metafields.c_f.material),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Número de calificaciones del producto (product.metafields.reviews.rating_count),Tamaño de accesorio (product.metafields.shopify.accessory-size),Grupo de edad (product.metafields.shopify.age-group),Tipo de joyería corporal (product.metafields.shopify.body-jewelry-type),Diseño de la pulsera (product.metafields.shopify.bracelet-design),Tipo de eslabón de cadena (product.metafields.shopify.chain-link-type),Color (product.metafields.shopify.color-pattern),Diseño de aretes (product.metafields.shopify.earring-design),Color del instrumento (product.metafields.shopify.instrument-color),Material de joyería (product.metafields.shopify.jewelry-material),Tipo de joyería (product.metafields.shopify.jewelry-type),Material (product.metafields.shopify.material),Diseño de collar (product.metafields.shopify.necklace-design),Diseño de anillo (product.metafields.shopify.ring-design),Tamaño del anillo (product.metafields.shopify.ring-size),Sexo objetivo (product.metafields.shopify.target-gender),Productos complementarios (product.metafields.shopify--discovery--product_recommendation.complementary_products),Productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configuración de productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Impulsos de productos en la búsqueda (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Colombia,Price / Colombia,Compare At Price / Colombia,Included / United States,Price / United States,Compare At Price / United States,Status
anillo-nova,Anillo Nova,"<p data-end=""508"" data-start=""265"">El <strong data-end=""283"" data-start=""268"">Anillo Nova</strong> es la pieza que redefine lo moderno y lo elegante en un solo diseño. Su estructura abierta de doble aro entrecruzado crea un efecto de tres líneas dinámicas y sofisticadas que se ajustan a cualquier estilo con naturalidad. Este anillo es ideal tanto para destacar por sí solo como para combinar con otras joyas y lograr un look personalizado. <br><br>Fabricado en <strong>acero quirúrgico hipoalergénico</strong>, es <strong>resistente al agua</strong> y está pulido a mano, garantizando durabilidad y un acabado impecable para acompañarte en cada ocasión.<strong></strong></p>",Blunua,Ropa y accesorios > Joyería > Anillos,Anillos,"6, 7, 8, Anillos, Anillos for her, Anillos Gruesos, Anillos Gruesos Her, Dorado, Nua, Plateado, Regalos100W",TRUE,Color,Dorado,,Talla,6,,,,,AN090DO06W,0,shopify,deny,manual,98000,,TRUE,TRUE,,,,,AN090DO06W,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN090DO06W-dorado-anillo-nova-uso.jpg?v=1756314078,1,,FALSE,"Anillo Nova | Joyería Hipoalergénica en Acero Quirúrgico, Aros Entrecruzados","Anillo Nova Blunua en acero quirúrgico: minimalista, elegante y duradero. Diseño de 3 líneas cruzadas, hipoalergénico y resistente al agua, moderno, elegante y pulida a mano",,,,,,,,,,,,mujer,,"<p><ul>
<li>Ancho: 1.5 cm aproximadamente.&nbsp;
<li>Disponible en Tallas: 6, 7 y 8.&nbsp;</li>
</p></ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,1,,adults; adultos,,,,dorado; plateado,,,stainless-steel; acero-inoxidable,fine-jewelry; joyeria-fina,,,lineas; tres-lineas,6; 7; 8,femenino; female,medidor-de-anillos,,ahead,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN090DO06W-dorado-anillo-nova-uso.jpg?v=1756314078,g,,,TRUE,,,TRUE,,,active
anillo-nova,,,,,,,,,Dorado,,,7,,,,,AN090DO07W,0,shopify,deny,manual,98000,,TRUE,TRUE,,,,,AN090DO07W,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN090DO06W-dorado-anillo-nova-uso-2.jpg?v=1756314078,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN090DO06W-dorado-anillo-nova-uso.jpg?v=1756314078,g,,,,,,,,,
anillo-nova,,,,,,,,,Dorado,,,8,,,,,AN090DO08W,0,shopify,deny,manual,98000,,TRUE,TRUE,,,,,AN090DO08W,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN090DO06W-dorado-anillo-nova-uso-3.jpg?v=1756314078,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN090DO06W-dorado-anillo-nova-uso.jpg?v=1756314078,g,,,,,,,,,
anillo-nova,,,,,,,,,Plateado,,,6,,,,,AN090PL06W,0,shopify,deny,manual,98000,,TRUE,TRUE,,,,,AN090PL06W,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN090PL08W-plateado-dorado-anillo-nova-ls.jpg?v=1756741026,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN090PL08W-Plateado-Anillo-Nova-Uso-5.jpg?v=1762285476,g,,,,,,,,,
anillo-nova,,,,,,,,,Plateado,,,7,,,,,AN090PL07W,0,shopify,deny,manual,98000,,TRUE,TRUE,,,,,AN090PL07W,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN090PL08W-Plateado-Anillo-Nova-Uso-5.jpg?v=1762285476,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN090PL08W-Plateado-Anillo-Nova-Uso-5.jpg?v=1762285476,g,,,,,,,,,
anillo-nova,,,,,,,,,Plateado,,,8,,,,,AN090PL08W,0,shopify,deny,manual,98000,,TRUE,TRUE,,,,,AN090PL08W,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN090PL08W-Plateado-Anillo-Nova-Uso-3.jpg?v=1762285476,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN090PL08W-Plateado-Anillo-Nova-Uso-5.jpg?v=1762285476,g,,,,,,,,,
anillo-nova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN090PL08W-plateado-anillo-nova-ls.jpg?v=1762285476,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anillo-nova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN090PL08W-plateado-anillo-nova-uso.jpg?v=1762285476,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anillo-nova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Cajitas-Mujer-Ls-1_ccef504e-2615-4aea-8ac5-6c57402b1a0c.jpg?v=1771362084,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anillo-terra,Anillo Terra,"<p data-end=""490"" data-start=""264"">El <strong data-end=""283"" data-start=""267"">Anillo Terra</strong> es una pieza poderosa y elegante que equilibra fuerza y sofisticación. Aunque está hecho de una sola pieza, su diseño crea la ilusión de dos aros gruesos paralelos, logrando un efecto moderno y llamativo.</p>
<p data-end=""835"" data-start=""492"">Con acabado liso y brillante, y bordes suavizados para mayor comodidad, este anillo se convierte en protagonista de cualquier look. Úsalo para elevar un outfit minimalista, dar carácter a un atuendo de oficina o aportar elegancia a la noche. </p>
<p data-end=""988"" data-start=""837"">Fabricado en <strong>acero quirúrgico hipoalergénico</strong>, es <strong>resistente al agua</strong>, pulido a mano y diseñado para acompañarte en cada momento sin perder su encanto<strong></strong><strong></strong></p>",Blunua,Ropa y accesorios > Joyería > Anillos,Anillos,"6, 7, 8, Anillos, Anillos for her, Anillos Gruesos Her, Dorado, for her, Nua, para ella, Plateado, Regalos100W",TRUE,Color,Dorado,,Talla,6,,,,,AN091DO06W,0,shopify,deny,manual,98000,,TRUE,TRUE,,,,,AN091DO06W,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN091DO06W-dorado-anillo-terra-uso.jpg?v=1756314726,1,,FALSE,"Anillo Terra | Acero Quirúrgico, Doble Aro Moderno, Minimalista y elegante","Anillo Terra Blunua en acero quirúrgico con diseño de doble aro paralelo. Joya hipoalergénica, resistente al agua, pulida a mano y elegante, minimalista, moderno y cómodo.",,,,,,,,,,,,mujer,,"<p><ul>
<li>Ancho: 1 cm aproximadamente.&nbsp;
<li>Disponible en tallas: 6, 7 y 8.&nbsp;</li>
</p></ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,,,adults; adultos,,,,dorado; plateado,,,stainless-steel; acero-inoxidable,fine-jewelry; joyeria-fina,,,grueso; dos-lineas,6; 7; 8,femenino; female,,,ahead,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN091DO06W-dorado-anillo-terra-uso.jpg?v=1756314726,g,,,TRUE,,,TRUE,,,active
anillo-terra,,,,,,,,,Dorado,,,7,,,,,AN091DO07W,0,shopify,deny,manual,98000,,TRUE,TRUE,,,,,AN091DO07W,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN091DO07W-dorado-anillo-terra-ls.jpg?v=1756743033,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN091DO06W-dorado-anillo-terra-uso.jpg?v=1756314726,g,,,,,,,,,
anillo-terra,,,,,,,,,Dorado,,,8,,,,,AN091DO08W,0,shopify,deny,manual,98000,,TRUE,TRUE,,,,,AN091DO08W,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN091DO06W-dorado-anillo-terra-uso-2.jpg?v=1756743033,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN091DO06W-dorado-anillo-terra-uso.jpg?v=1756314726,g,,,,,,,,,
anillo-terra,,,,,,,,,Plateado,,,6,,,,,AN091PL06W,0,shopify,deny,manual,98000,,TRUE,TRUE,,,,,AN091PL06W,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN090DO06W-dorado-anillo-nova-uso-3_0d70ac16-fd90-4845-8b94-9df1de2129ef.jpg?v=1756743033,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN091PL07W-Plateado-anillo-terra-Uso-1.jpg?v=1762519976,g,,,,,,,,,
anillo-terra,,,,,,,,,Plateado,,,7,,,,,AN091PL07W,0,shopify,deny,manual,98000,,TRUE,TRUE,,,,,AN091PL07W,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN091PL07W-plateado-anillo-terra-ls.jpg?v=1756743033,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN091PL07W-Plateado-anillo-terra-Uso-1.jpg?v=1762519976,g,,,,,,,,,
anillo-terra,,,,,,,,,Plateado,,,8,,,,,AN091PL08W,0,shopify,deny,manual,98000,,TRUE,TRUE,,,,,AN091PL08W,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN091PL07W-Plateado-anillo-terra-Uso-1.jpg?v=1762519976,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN091PL07W-Plateado-anillo-terra-Uso-1.jpg?v=1762519976,g,,,,,,,,,
anillo-terra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN091DO07W-dorado-plateado-anillo-terra-ls.jpg?v=1762519976,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anillo-terra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Cajitas-Mujer-Ls-1_afc07739-1bb5-45e0-a9ef-60b380e4b485.jpg?v=1771361801,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aretes-mini-love,Aretes Mini Love,"<p data-end=""597"" data-start=""351"">Un diseño delicado y encantador que expresa amor en cada detalle.<br data-end=""419"" data-start=""416"">Los <strong data-end=""443"" data-start=""423"">Aretes Mini Love</strong> combinan un pequeño corazón con una fina cadena que sostiene una piedra <strong data-end=""556"" data-start=""534"">Rodocrosita rosada</strong>, creando un toque romántico y moderno.</p>
<p data-end=""789"" data-start=""599"">Se sienten ligeros, elegantes y cómodos de llevar todo el día. Perfectos para usar como protagonistas en un look minimalista, o como detalle sofisticado en un outfit de oficina o de noche.</p>
<p data-end=""1026"" data-start=""791"">Están fabricados en <strong data-end=""846"" data-start=""811"">acero quirúrgico hipoalergénico</strong>, lo que los hace <strong data-end=""926"" data-start=""864"">seguros para tu piel, resistentes al agua y pulidos a mano</strong> para un brillo duradero. <strong></strong></p>",Blunua,Ropa y accesorios > Joyería > Pendientes,Aretes Largos,"Aretes, Aretes Her, Aretes Largos, Dorado, for her, Nua, para ella, para ellas, Plateado, Regalos100W",FALSE,Color,Plateado,,,,,,,,AR090PLXXW,0,shopify,deny,manual,84000,,TRUE,TRUE,,,,,AR090PLXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR090PLXXW-plateado-aretes-mini-love-uso.jpg?v=1771356413,1,,FALSE,"Aretes Mini Love | Acero Quirúrgico, Corazón, Cadena y piedra Rodocrosita","Aretes Mini Love Blunua en acero quirúrgico hipoalergénico. Aretes minimalistas y modernos con corazón y Rodocrosita rosa. Resistentes al agua, elegantes y pulidos a mano. Ideal para uso diario",,,,,,,,,,,,mujer,,"<p><ul>
<li>Largo: 2.5 cm aprox.&nbsp;.&nbsp;</li>
</p></ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,,,adultos; adults,,,,dorado; plateado,largos; stud; caida,,stainless-steel; acero-inoxidable,fine-jewelry; joyeria-fina,acero-inoxidable,,,,femenino; female,,,ahead,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR090PLXXW-plateado-aretes-mini-love-uso.jpg?v=1771356413,g,,,TRUE,,,TRUE,,,draft
aretes-mini-love,,,,,,,,,Dorado,,,,,,,,AR090DOXXW,0,shopify,deny,manual,84000,,TRUE,TRUE,,,,,AR090DOXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR090PLXXW-Plateado-Aretes-Mini-Love-Ls-1.jpg?v=1771356413,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR090DOXXW-dorado-aretes-mini-love-uso-2.jpg?v=1771356413,g,,,,,,,,,
aretes-mini-love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR090DOXXW-dorado-aretes-mini-love-uso.jpg?v=1771356413,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aretes-mini-love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR090DOXXW-Dorado-Aretes-Mini-Love-Ls-1.jpg?v=1771356413,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aretes-mini-love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR090DOXXW-dorado-aretes-mini-love-uso-2.jpg?v=1771356413,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aretes-mini-love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Cajitas-Mujer-Ls-1_646fc6a2-635c-4355-88a4-5aa9da7e81be.jpg?v=1771356387,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aretes-lume,Aretes Lume,"<p data-end=""517"" data-start=""233"">Los <strong data-end=""282"" data-start=""237"">Aretes Lume</strong> son la mezcla perfecta entre <strong data-end=""339"" data-start=""312"">elegancia y minimalismo</strong>. Su diseño con un aro liso y una perla ovalada colgante aporta un estilo moderno, sofisticado y atemporal, ideal para realzar cualquier look sin esfuerzo.</p>
<p data-end=""794"" data-start=""519"">Úsalos a diario para darle un detalle refinado a tu estilo, en la oficina para proyectar seguridad o en una noche especial como protagonistas de tu look.</p>
<p data-end=""1118"" data-start=""796"">Fabricados en <strong data-end=""845"" data-start=""810"">acero quirúrgico hipoalergénico</strong>, son <strong data-end=""913"" data-start=""851"">seguros para tu piel, resistentes al agua y pulidos a mano</strong> para mantener su brillo y encanto día tras día. <strong></strong><strong></strong></p>",Blunua,Ropa y accesorios > Joyería > Pendientes,Aretes Largos,"Aretes, Aretes Her, Aretes Largos, Aretes Topitos, Dorado, Nua, para ella, para ellas, perla, perlas, Plateado, Regalos100W",TRUE,Color,Plateado,,,,,,,,TO103PLXXW,0,shopify,deny,manual,98000,,TRUE,TRUE,,,,,TO103PLXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/TO103PLXXW-Plateado-Aretes-Lume-Uso-2.jpg?v=1768597042,1,,FALSE,"Aretes Lume | Acero Quirúrgico, Aro, Perla Ovalada, Minimalistas","Aretes Lume en acero quirúrgico hipoalergénico. Diseño con aro y perla colgante. Minimalistas, modernos, resistentes al agua y pulidos a mano. Belleza y durabilidad.",,,,,,,,,,,,mujer,,"  <p><ul>
    <li>Diámetro aro superior: 1.2 cm</li>
    <li>Diámetro perla: 1 cm</li>
    <li>Largo: 2.5 cm</li>
  <p></ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,1,,adultos; adults,,,,dorado; plateado,candonga-con-dije; caida,,stainless-steel; acero-inoxidable,fine-jewelry; joyeria-fina,acero-inoxidable,,,,femenino; female,,,ahead,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/TO103PLXXW-plateado-aretes-lume-uso.jpg?v=1768597042,g,,,TRUE,,,TRUE,,,active
aretes-lume,,,,,,,,,Dorado,,,,,,,,TO103DOXXW,0,shopify,deny,manual,98000,,TRUE,TRUE,,,,,TO103DOXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/TO103PLXXW-plateado-aretes-lume-uso.jpg?v=1768597042,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/TO103DOXXW-dorado-aretes-lume-uso-2.jpg?v=1768597042,g,,,,,,,,,
aretes-lume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/TO103DOXXW-dorado-aretes-lume-uso-2.jpg?v=1768597042,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aretes-lume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/TO103DOXXW-dorado-aretes-lume-uso.jpg?v=1768597042,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aretes-lume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/cajita_metalica_2025.jpg?v=1776697481,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aretes-nova,Aretes Nova,"<p data-start=""303"" data-end=""524"">Los <strong data-start=""307"" data-end=""322"">Aretes Nova</strong> son el equilibrio perfecto entre <strong data-start=""356"" data-end=""383"">minimalismo y elegancia</strong>. Su diseño circular de aro liso refleja modernidad y elegancia, convirtiéndose en un básico atemporal que complementa cualquier estilo.</p>
<p data-start=""526"" data-end=""760"">Se sienten ligeros, cómodos y sofisticados. Su tamaño discreto los hace ideales para el uso diario, pero también lo suficientemente llamativos para realzar looks de oficina o de noche. Una joya versátil que nunca pasa desapercibida.</p>
<p data-start=""762"" data-end=""938"">Fabricados en <strong data-start=""776"" data-end=""811"">acero quirúrgico hipoalergénico</strong>, son <strong data-start=""817"" data-end=""879"">seguros para la piel, resistentes al agua y pulidos a mano</strong>, garantizando un acabado duradero y un brillo impecable.<strong></strong></p>",Blunua,Ropa y accesorios > Joyería > Pendientes,Aretes Topitos,"Aretes, Aretes Her, Aretes Topitos, Dorado, for her, Negro, Nua, para ella, para ellas, Plateado, Regalos100W, Topitos",TRUE,Color,Negro,,,,,,,,AR087NEXXW,0,shopify,deny,manual,76000,,TRUE,TRUE,,,,,AR087NEXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR087NEXXW-negro-aretes-nova-uso.jpg?v=1771280475,1,,FALSE,"Aretes Nova | Acero Quirúrgico, Aro Minimalista, Elegantes y Versátiles","Aretes Nova en acero quirúrgico hipoalergénico. Diseño de aro minimalista y elegante. Resistentes al agua, ligeros, pulidos a mano y versátiles para uso diario.",,,,,,,,,,,,mujer,,"<p><ul>
<li>Diámetro: 1.5 cm aprox.&nbsp;</li>
</p></ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,1,,adultos; adults,,,,dorado; plateado; negro,stud; aro; aro-pequeno,,acero-inoxidable; stainless-steel,fine-jewelry; joyeria-fina,acero-inoxidable,,,,femenino; female,,,ahead,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR087NEXXW-negro-aretes-nova-uso.jpg?v=1771280475,g,,,TRUE,,,TRUE,,,active
aretes-nova,,,,,,,,,Dorado,,,,,,,,AR087DOXXW,0,shopify,deny,manual,76000,,TRUE,TRUE,,,,,AR087DOXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR087DOXXW-dorado-aretes-nova-uso.jpg?v=1771280475,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR087DOXXW-dorado-aretes-nova-uso.jpg?v=1771280475,g,,,,,,,,,
aretes-nova,,,,,,,,,Plateado,,,,,,,,AR087PLXXW,0,shopify,deny,manual,76000,,TRUE,TRUE,,,,,AR087PLXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR087PLXXW-plateado-aretes-nova-uso.jpg?v=1771280475,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR087PLXXW-plateado-aretes-nova-uso.jpg?v=1771280475,g,,,,,,,,,
aretes-nova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Cajitas-Mujer-Ls-1_03f7c425-bf6c-4a09-ab2d-81a02b3bbc5b.jpg?v=1771280470,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aretes-unus,Aretes Unus,"<p data-end=""571"" data-start=""303"">Los <strong data-end=""322"" data-start=""307"">Aretes Unus</strong> son el equilibrio perfecto entre <strong data-end=""414"" data-start=""366"">ligereza, modernidad y elegancia minimalista</strong>. Su diseño de dos aros entrelazados, uno pequeño y otro más amplio, aporta movimiento sutil y un brillo natural que realza tu rostro en cualquier ocasión.  Se sienten <strong data-end=""606"" data-start=""584"">cómodos y livianos</strong>, ideales para acompañarte tanto en tu día a día como en eventos especiales.</p>
<p data-end=""1024"" data-start=""818"">Fabricados en <strong data-end=""905"" data-start=""832"">acero quirúrgico hipoalergénico, resistentes al agua y pulidos a mano</strong>, están diseñados para conservar su brillo y belleza con el paso del tiempo, sin preocuparte por alergias o desgaste.<strong></strong><strong></strong></p>",Blunua,Ropa y accesorios > Joyería > Pendientes,Aretes,"Aretes, Aretes Her, Dorado, for her, Nua, para ella, para ellas, Plateado, Regalos100W",TRUE,Color,Dorado,,,,,,,,AR088DOXXW,0,shopify,deny,manual,92000,,TRUE,TRUE,,,,,AR088DOXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR088DOXXW-dorado-aretes-unus-uso-2.jpg?v=1756307523,1,,FALSE,"Aretes Unus | Acero Quirúrgico, Aros Minimalistas y Elegantes. ","Aretes Unus en acero quirúrgico hipoalergénico. Diseño minimalista de dos aros pulidos a mano, resistentes al agua y elegantes para todo look y uso diario.",,,,,,,,,,,,mujer,,"  <p><ul>
    <li>Diámetro: 2 cm aprox.</li>
  <p></ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,,,adultos; adults,,,,plateado; dorado,aro,,acero-inoxidable; stainless-steel,joyeria-fina; fine-jewelry,acero-inoxidable,,,,femenino; female,,,ahead,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR088DOXXW-dorado-aretes-unus-uso.jpg?v=1756307523,g,,,TRUE,,,TRUE,,,active
